Year,week,Weekend,Top 10 Gross,%± LY,Overall Gross,%± LY.1,Releases,#1 Release
2006,44,Nov 3-5,"$108,871,420",-5.6%,"$130,461,836",-3.1%,135,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
2005,44,Nov 4-6,"$115,339,866",+29.7%,"$134,640,320",+34.1%,132,Chicken Little
2004,44,Oct 29-31,"$88,903,187",+1.3%,"$100,392,989",-3.3%,141,The Grudge
2003,44,Oct 31-Nov 2,"$87,785,845",-10.3%,"$103,769,379",-12.5%,151,Scary Movie 3
2002,44,Nov 1-3,"$97,888,832",-24.4%,"$118,568,876",-17.7%,153,The Santa Clause 2
2001,44,Nov 2-4,"$129,494,878",+40.3%,"$144,076,022",+38%,63,"Monsters, Inc."
2000,44,Nov 3-5,"$92,320,475",+83%,"$104,366,060",+55%,69,Charlie's Angels
1999,44,Oct 29-31,"$50,438,110",+16.8%,"$67,314,334",+36.6%,64,House on Haunted Hill
1998,44,Oct 30-Nov 1,"$43,177,456",-5.3%,"$49,265,085",-10.3%,21,Vampires
1997,44,Oct 31-Nov 2,"$45,571,178",-4%,"$54,909,181",+1.7%,21,I Know What You Did Last Summer
1996,44,Nov 1-3,"$47,475,297",+1.2%,"$54,015,871",+5.8%,21,Romeo + Juliet
1995,44,Nov 3-5,"$46,916,688",-0.6%,"$51,072,759",-4.2%,23,Get Shorty
1994,44,Nov 4-6,"$47,216,090",+31%,"$53,316,177",+26.9%,19,Stargate
1993,44,Oct 29-31,"$36,056,496",+28%,"$42,009,437",+34.4%,18,The Nightmare Before Christmas
1992,44,Oct 30-Nov 1,"$28,163,719",-21.3%,"$31,248,035",-20.6%,17,Under Siege
1991,44,Nov 1-3,"$35,795,994",+15.1%,"$39,379,824",+4.8%,15,The People Under the Stairs
1990,44,Nov 2-4,"$31,107,431",-7.9%,"$37,587,571",-6.6%,19,Jacob's Ladder
1989,44,Nov 3-5,"$33,758,051",+89%,"$40,251,434",+94%,19,Look Who's Talking
1988,44,Oct 28-30,"$17,860,771",-31.3%,"$20,751,245",-25.1%,15,Halloween: The Return of Michael Myers
1987,44,Oct 30-Nov 1,"$25,988,491",-3.3%,"$27,713,376",-5.3%,14,Fatal Attraction
1986,44,Oct 31-Nov 2,"$26,877,577",+7.7%,"$29,254,359",+4.5%,15,Crocodile Dundee
1985,44,Nov 1-3,"$24,961,347",+16.6%,"$27,997,053",+13.2%,15,Death Wish 3
1984,44,Nov 2-4,"$21,415,987",-8.8%,"$24,727,558",-5.4%,15,The Terminator
1983,44,Nov 4-6,"$23,478,811",+3.9%,"$26,133,063",+13.1%,15,Deal of the Century
1982,44,Oct 29-31,"$22,602,199",+203.5%,"$23,097,185",+210.2%,12,First Blood
1981,44,Oct 30-Nov 1,"$7,446,508",+172.9%,"$7,446,508",+172.9%,1,Halloween II
1980,44,Oct 31-Nov 2,"$2,728,520","+21,015.3%","$2,728,520","+21,015.3%",1,The Awakening
1979,44,Nov 2-4,"$12,922",-,"$12,922",-,1,The Fish That Saved Pittsburgh
1977,44,Nov 4-6,"$2,626,914",-,"$2,626,914",-,1,Star Wars: Episode IV - A New Hope
2018,45,Nov 9-11,"$152,580,543",+10.7%,"$168,344,121",+11.1%,113,The Grinch
2017,45,Nov 10-12,"$137,873,693",-23.7%,"$151,562,937",-20.9%,124,Thor: Ragnarok
2016,45,Nov 4-6,"$180,664,140",+21.4%,"$191,568,495",+18.3%,123,Doctor Strange
2015,45,Nov 6-8,"$148,792,362",+4.3%,"$161,918,615",+3.1%,112,Spectre
2014,45,Nov 7-9,"$142,643,895",-9.7%,"$157,108,227",-6.5%,121,Big Hero 6
2013,45,Nov 8-10,"$157,930,421",-1%,"$167,996,561",-3.2%,124,Thor: The Dark World
2012,45,Nov 9-11,"$159,539,986",+28.5%,"$173,520,562",+27%,120,Skyfall
2011,45,Nov 11-13,"$124,195,132",-10.1%,"$136,668,947",-10.2%,116,Immortals
2010,45,Nov 5-7,"$138,136,720",+34.2%,"$152,229,980",+27%,124,Megamind
2009,45,Nov 6-8,"$102,932,989",-16.6%,"$119,864,425",-15.9%,128,A Christmas Carol
2008,45,Nov 7-9,"$123,379,106",+30.9%,"$142,496,307",+25.4%,134,Madagascar: Escape 2 Africa
2007,45,Nov 9-11,"$94,231,894",-11.3%,"$113,590,417",-10.8%,130,Bee Movie
2006,45,Nov 10-12,"$106,197,176",-0.7%,"$127,286,971",+0.6%,127,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
2005,45,Nov 11-13,"$106,966,552",-18.9%,"$126,479,572",-12.4%,143,Chicken Little
2004,45,Nov 5-7,"$131,864,106",-6.9%,"$144,384,462",-7%,127,The Incredibles
2003,45,Nov 7-9,"$141,589,384",+12.6%,"$155,174,679",+7%,150,The Matrix Revolutions
2002,45,Nov 8-10,"$125,751,491",+11.9%,"$145,016,048",+14.2%,148,8 Mile
2001,45,Nov 9-11,"$112,416,838",+21.3%,"$126,971,783",+20.6%,63,"Monsters, Inc."
2000,45,Nov 10-12,"$92,712,524",+57.2%,"$105,275,044",+33%,62,Charlie's Angels
1999,45,Nov 5-7,"$58,984,616",-33.7%,"$79,163,770",-17.7%,65,The Bone Collector
1998,45,Nov 6-8,"$88,945,179",+31.1%,"$96,138,989",+26.5%,22,The Waterboy
1997,45,Nov 7-9,"$67,822,130",-,"$76,010,192",+4.4%,20,Starship Troopers
1996,45,Nov 8-10,"$67,756,760",-2.2%,"$72,775,753",+0.9%,20,Ransom
1995,45,Nov 10-12,"$69,246,023",-15.1%,"$72,095,045",-16.7%,20,Ace Ventura: When Nature Calls
1994,45,Nov 11-13,"$81,584,809",+104.6%,"$86,555,388",+81.1%,17,Interview with the Vampire: The Vampire Chronicles
1993,45,Nov 5-7,"$39,881,358",+0.8%,"$47,781,368",+13.5%,17,The Nightmare Before Christmas
1992,45,Nov 6-8,"$39,566,159",+25.6%,"$42,092,955",+15.9%,18,Passenger 57
1991,45,Nov 8-10,"$31,506,127",-11.9%,"$36,315,589",-16.7%,15,Curly Sue
1990,45,Nov 9-11,"$35,781,976",+8.9%,"$43,621,778",+8.6%,18,Child's Play 2
1989,45,Nov 10-12,"$32,865,537",+35%,"$40,160,246",+52.4%,23,Look Who's Talking
1988,45,Nov 4-6,"$24,344,777",-25.5%,"$26,353,664",-36.1%,13,They Live
1987,45,Nov 6-8,"$32,677,811",+17.6%,"$41,236,070",+28.8%,17,Fatal Attraction
1986,45,Nov 7-9,"$27,777,161",+22.3%,"$32,025,228",+20.2%,19,Crocodile Dundee
1985,45,Nov 8-10,"$22,720,726",+3.3%,"$26,653,546",-0.3%,16,Death Wish 3
1984,45,Nov 9-11,"$21,996,915",+11.9%,"$26,722,230",+19.3%,16,"Oh, God! You Devil"
1983,45,Nov 11-13,"$19,652,567",-2%,"$22,393,183",+8.4%,14,The Big Chill
1982,45,Nov 5-7,"$20,046,296",+208.1%,"$20,657,429",+217.4%,12,First Blood
1981,45,Nov 6-8,"$6,507,356",-,"$6,507,356",-,1,Time Bandits
1979,45,Nov 9-11,"$2,520,005",-,"$2,520,005",-,2,Fiddler on the Roof1979 Re-release
1977,45,Nov 11-13,"$2,269,052",-,"$2,269,052",-,1,Star Wars: Episode IV - A New Hope
2018,46,Nov 16-18,"$161,437,498",-16.3%,"$174,705,199",-12.3%,107,Fantastic Beasts: The Crimes of Grindelwald
2017,46,Nov 17-19,"$192,816,366",+32.2%,"$199,223,159",+25.7%,111,Justice League
2016,46,Nov 11-13,"$145,898,093",+55.8%,"$158,440,850",+46.6%,122,Doctor Strange
2015,46,Nov 13-15,"$93,635,619",-25.5%,"$108,047,802",-23.1%,112,Spectre
2014,46,Nov 14-16,"$125,728,488",+9.2%,"$140,548,635",+10.4%,108,Dumb and Dumber To
2013,46,Nov 15-17,"$115,112,784",-52.1%,"$127,348,048",-49.1%,117,Thor: The Dark World
2012,46,Nov 16-18,"$240,504,453",+12.9%,"$250,086,091",+12.4%,115,The Twilight Saga: Breaking Dawn - Part 2
2011,46,Nov 18-20,"$213,090,559",+97.9%,"$222,537,158",+83.3%,113,The Twilight Saga: Breaking Dawn - Part 1
2010,46,Nov 12-14,"$107,692,567",-13.2%,"$121,393,329",-13.3%,123,Megamind
2009,46,Nov 13-15,"$124,130,245",-7.9%,"$139,985,928",-5.9%,128,2012
2008,46,Nov 14-16,"$134,787,672",+49%,"$148,685,590",+42.2%,127,Quantum of Solace
2007,46,Nov 16-18,"$90,445,557",-30.1%,"$104,572,430",-28.5%,116,Beowulf
2006,46,Nov 17-19,"$129,362,388",-23.4%,"$146,273,807",-19.3%,126,Happy Feet
2005,46,Nov 18-20,"$168,987,940",+28.7%,"$181,232,917",+25.2%,140,Harry Potter and the Goblet of Fire
2004,46,Nov 12-14,"$131,257,704",+11.6%,"$144,757,930",+8.6%,128,The Incredibles
2003,46,Nov 14-16,"$117,578,520",-26%,"$133,261,489",-23%,137,Elf
2002,46,Nov 15-17,"$158,828,971",+5.8%,"$173,175,805",+7.8%,144,Harry Potter and the Chamber of Secrets
2001,46,Nov 16-18,"$150,075,625",+4.7%,"$160,690,436",+3.9%,62,Harry Potter and the Sorcerer's Stone
2000,46,Nov 17-19,"$143,270,337",+72%,"$154,700,471",+47.3%,61,How the Grinch Stole Christmas
1999,46,Nov 12-14,"$83,281,048",-0.2%,"$105,031,631",+16.6%,61,Pokémon: The First Movie - Mewtwo Strikes Back
1998,46,Nov 13-15,"$83,456,705",+32.8%,"$90,103,077",+21.3%,23,The Waterboy
1997,46,Nov 14-16,"$62,856,559",-22%,"$74,251,826",-9.7%,21,The Jackal
1996,46,Nov 15-17,"$80,546,983",+5.8%,"$82,233,429",+5.3%,16,Space Jam
1995,46,Nov 17-19,"$76,161,016",-9%,"$78,112,169",-10.1%,15,GoldenEye
1994,46,Nov 18-20,"$83,681,438",+85.1%,"$86,861,897",+62.3%,16,Star Trek Generations
1993,46,Nov 12-14,"$45,203,111",-22%,"$53,512,813",-11.9%,19,The Three Musketeers
1992,46,Nov 13-15,"$57,950,758",+86.2%,"$60,768,786",+80.8%,18,Bram Stoker's Dracula
1991,46,Nov 15-17,"$31,126,454",-39.7%,"$33,618,798",-38.2%,15,Cape Fear
1990,46,Nov 16-18,"$51,581,133",-0.9%,"$54,415,221",-1%,14,Home Alone
1989,46,Nov 17-19,"$52,044,039",+75.7%,"$54,974,767",+70.7%,18,Harlem Nights
1988,46,Nov 11-13,"$29,628,860",-6.1%,"$32,209,324",-13.9%,15,Child's Play
1987,46,Nov 13-15,"$31,542,633",+42.8%,"$37,419,071",+42.3%,17,The Running Man
1986,46,Nov 14-16,"$22,085,635",+8%,"$26,295,951",+9.9%,19,Crocodile Dundee
1985,46,Nov 15-17,"$20,444,128",-21.5%,"$23,925,943",-16.9%,15,Once Bitten
1984,46,Nov 16-18,"$26,050,538",+58.8%,"$28,781,875",+42.6%,16,Missing in Action
1983,46,Nov 18-20,"$16,406,933",-23.5%,"$20,182,192",-7.9%,15,Amityville 3-D
1982,46,Nov 12-14,"$21,459,266","+1,666.5%","$21,905,478","+1,703.3%",13,Creepshow
1981,46,Nov 13-15,"$1,214,767",+171.8%,"$1,214,767",+171.8%,1,The Pursuit of D.B. Cooper
1980,46,Nov 14-16,"$446,993",-,"$446,993",-,2,The Idolmaker
1978,46,Nov 17-19,"$626,649",-67.9%,"$626,649",-67.9%,1,The Lord of the Rings
1977,46,Nov 18-20,"$1,949,157",-,"$1,949,157",-,1,Star Wars: Episode IV - A New Hope
2018,47,Nov 23-25,"$203,836,618",+14.2%,"$216,475,781",+14.6%,99,Ralph Breaks the Internet
2018,47,Nov 21-25Thanksgiving 5-Day,"$298,630,062",+16.9%,"$314,861,631",+17.7%,64,Ralph Breaks the Internet
2018,47,Nov 22-25Thanksgiving 4-Day,"$243,903,928",+14.8%,"$257,931,535",+15.7%,64,Ralph Breaks the Internet
2018,47,Nov 23-25Thanksgiving 3-Day,"$203,836,618",+14.2%,"$216,475,781",+14.6%,99,Ralph Breaks the Internet
2017,47,Nov 24-26Thanksgiving 3-Day,"$178,495,539",-,"$188,835,224",-,99,Coco
2017,47,Nov 23-26Thanksgiving 4-Day,"$212,423,997",-,"$222,844,449",-,60,Coco
2017,47,Nov 22-26Thanksgiving 5-Day,"$255,508,291",-,"$267,474,764",-,61,Coco
2017,47,Nov 24-26,"$178,495,539",+21.8%,"$188,835,224",+19.5%,99,Coco
2016,47,Nov 18-20,"$146,558,755",-10.2%,"$157,984,223",-9%,121,Fantastic Beasts and Where to Find Them
2015,47,Nov 20-22,"$163,255,301",-11.5%,"$173,610,096",-10.8%,110,The Hunger Games: Mockingjay - Part 2
2014,47,Nov 21-23,"$184,467,355",-14%,"$194,683,879",-14%,97,The Hunger Games: Mockingjay - Part 1
2013,47,Nov 22-24,"$214,593,579",+8.1%,"$226,500,439",+9%,109,The Hunger Games: Catching Fire
2012,47,Nov 23-25Thanksgiving 3-Day,"$198,595,121",+33.7%,"$207,815,979",+25.9%,107,The Twilight Saga: Breaking Dawn - Part 2
2012,47,Nov 22-25Thanksgiving 4-Day,"$235,765,617",+34.7%,"$244,861,842",+28.5%,49,The Twilight Saga: Breaking Dawn - Part 2
2012,47,Nov 21-25Thanksgiving 5-Day,"$279,039,688",+34.4%,"$289,573,641",+28.6%,50,The Twilight Saga: Breaking Dawn - Part 2
2012,47,Nov 23-25,"$198,595,121",+33.7%,"$207,815,979",+25.9%,107,The Twilight Saga: Breaking Dawn - Part 2
2011,47,Nov 25-27Thanksgiving 3-Day,"$148,515,080",-,"$165,042,631",-,107,The Twilight Saga: Breaking Dawn - Part 1
2011,47,Nov 24-27Thanksgiving 4-Day,"$175,056,305",-,"$190,495,014",-,50,The Twilight Saga: Breaking Dawn - Part 1
2011,47,Nov 23-27Thanksgiving 5-Day,"$207,648,272",-,"$225,149,356",-,50,The Twilight Saga: Breaking Dawn - Part 1
2011,47,Nov 25-27,"$148,515,080",-19.5%,"$165,042,631",-15.2%,107,The Twilight Saga: Breaking Dawn - Part 1
2010,47,Nov 19-21,"$184,491,055",-25.3%,"$194,526,066",-24.8%,114,Harry Potter and the Deathly Hallows: Part 1
2009,47,Nov 20-22,"$246,948,248",+59.5%,"$258,576,253",+57%,123,The Twilight Saga: New Moon
2008,47,Nov 21-23,"$154,817,872",+10.6%,"$164,744,894",+1.6%,118,Twilight
2007,47,Nov 23-25,"$139,986,104",-0.5%,"$162,176,916",+0.1%,120,Enchanted
2007,47,Nov 22-25Thanksgiving 4-Day,"$169,169,508",-0.8%,"$193,662,361",+0.3%,55,Enchanted
2007,47,Nov 21-25Thanksgiving 5-Day,"$200,185,564",+1.5%,"$228,209,311",+2.2%,56,Enchanted
2007,47,Nov 23-25Thanksgiving 3-Day,"$139,986,104",-0.5%,"$162,176,916",+0.1%,120,Enchanted
2006,47,Nov 24-26Thanksgiving 3-Day,"$140,743,238",-1.6%,"$161,954,607",-2.2%,118,Happy Feet
2006,47,Nov 23-26Thanksgiving 4-Day,"$170,601,845",+1.1%,"$193,007,195",+3.2%,50,Happy Feet
2006,47,Nov 22-26Thanksgiving 5-Day,"$197,266,639",-1.8%,"$223,388,878",+0.2%,50,Happy Feet
2006,47,Nov 24-26,"$140,743,238",-1.6%,"$161,954,607",-2.2%,118,Happy Feet
2005,47,Nov 25-27,"$143,088,210",+2.9%,"$165,601,846",+8.6%,130,Harry Potter and the Goblet of Fire
2005,47,Nov 24-27Thanksgiving 4-Day,"$168,702,261",-,"$186,993,488",-,43,Harry Potter and the Goblet of Fire
2005,47,Nov 23-27Thanksgiving 5-Day,"$200,877,176",-,"$222,928,360",-,43,Harry Potter and the Goblet of Fire
2005,47,Nov 25-27Thanksgiving 3-Day,"$143,088,210",-,"$165,601,846",-,130,Harry Potter and the Goblet of Fire
2004,47,Nov 19-21,"$139,057,519",+13%,"$152,421,259",+11.7%,131,National Treasure
2003,47,Nov 21-23,"$123,088,624",-13.1%,"$136,397,555",-12.1%,138,The Cat in the Hat
2002,47,Nov 22-24,"$141,700,919",+2.2%,"$155,115,955",+2%,139,Die Another Day
2001,47,Nov 21-25Thanksgiving 5-Day,"$185,370,002",+0.1%,"$185,791,130",+0.2%,14,Harry Potter and the Sorcerer's Stone
2001,47,Nov 23-25,"$138,700,810",-15%,"$152,037,811",-13.9%,61,Harry Potter and the Sorcerer's Stone
2001,47,Nov 23-25Thanksgiving 3-Day,"$138,700,810",-15%,"$152,037,811",-13.9%,61,Harry Potter and the Sorcerer's Stone
2001,47,Nov 22-25Thanksgiving 4-Day,"$159,509,399",-2%,"$159,882,810",-1.9%,14,Harry Potter and the Sorcerer's Stone
2000,47,Nov 23-26Thanksgiving 4-Day,"$162,812,121",-,"$163,017,420",-,12,How the Grinch Stole Christmas
2000,47,Nov 22-26Thanksgiving 5-Day,"$185,156,440",-,"$185,379,900",-,12,How the Grinch Stole Christmas
2000,47,Nov 24-26Thanksgiving 3-Day,"$163,233,836",-,"$176,551,210",-,63,How the Grinch Stole Christmas
2000,47,Nov 24-26,"$163,233,836",+61.1%,"$176,551,210",+49.8%,63,How the Grinch Stole Christmas
1999,47,Nov 19-21,"$101,348,101",+12.5%,"$117,881,694",+21.7%,61,The World is Not Enough
1998,47,Nov 20-22,"$90,114,208",+18.6%,"$96,859,136",+16.6%,21,The Rugrats Movie
1997,47,Nov 21-23,"$75,964,305",-17%,"$83,072,297",-10.3%,16,Mortal Kombat: Annihilation
1996,47,Nov 22-24,"$91,567,605",-12.2%,"$92,648,113",-13.5%,16,Star Trek: First Contact
1995,47,Nov 24-26Thanksgiving 3-Day,"$104,321,711",+21.3%,"$107,060,403",+13.2%,16,Toy Story
1995,47,Nov 23-26Thanksgiving 4-Day,"$34,406,554",-,"$34,406,554",-,2,Toy Story
1995,47,Nov 22-26Thanksgiving 5-Day,"$39,232,451",-,"$39,232,451",-,2,Toy Story
1995,47,Nov 24-26,"$104,321,711",+21.3%,"$107,060,403",+13.2%,16,Toy Story
1994,47,Nov 25-27,"$85,970,081",+74.8%,"$94,569,390",+79.4%,20,The Santa Clause
1994,47,Nov 25-27Thanksgiving 3-Day,"$85,970,081",-,"$94,569,390",-,20,The Santa Clause
1993,47,Nov 19-21,"$49,176,285",-31.9%,"$52,705,503",-28.9%,16,Addams Family Values
1992,47,Nov 20-22,"$72,256,479",+28.1%,"$74,132,198",+27.2%,16,Home Alone 2: Lost in New York
1991,47,Nov 22-24,"$56,408,176",-24.7%,"$58,265,598",-24.6%,17,The Addams Family
1990,47,Nov 23-25Thanksgiving 3-Day,"$74,898,353",-4.1%,"$77,304,707",-3.4%,15,Home Alone
1990,47,Nov 23-25,"$74,898,353",-4.1%,"$77,304,707",-3.4%,15,Home Alone
1989,47,Nov 24-26Thanksgiving 3-Day,"$78,085,795",-,"$79,985,363",-,14,Back to the Future Part II
1989,47,Nov 23-26Thanksgiving 4-Day,"$36,408,317",-,"$36,408,317",-,3,Back to the Future Part II
1989,47,Nov 22-26Thanksgiving 5-Day,"$43,721,878",-,"$43,721,878",-,3,Back to the Future Part II
1989,47,Nov 24-26,"$78,085,795",+121.3%,"$79,985,363",+97.9%,14,Back to the Future Part II
1988,47,Nov 18-20,"$35,286,223",+0.3%,"$40,417,504",-0.5%,16,The Land Before Time
1987,47,Nov 20-22,"$35,185,484",+17.9%,"$40,638,154",+18.6%,17,The Running Man
1986,47,Nov 21-23,"$29,837,234",+48.1%,"$34,267,735",+39.4%,19,Crocodile Dundee
1985,47,Nov 22-24,"$20,148,880",-34.4%,"$24,574,843",-29.2%,15,King Solomon's Mines
1984,47,Nov 23-25Thanksgiving 3-Day,"$30,715,157",+42.4%,"$34,713,269",+32.8%,16,Supergirl
1984,47,Nov 22-25Thanksgiving 4-Day,"$1,132,403",-,"$1,132,403",-,1,Ghostbusters
1984,47,Nov 21-25Thanksgiving 5-Day,"$1,235,264",-,"$1,235,264",-,1,Ghostbusters
1984,47,Nov 23-25,"$30,715,157",+42.4%,"$34,713,269",+32.8%,16,Supergirl
1983,47,Nov 25-27,"$21,572,343",-3.9%,"$26,137,692",+9.8%,16,A Christmas Story
1983,47,Nov 25-27Thanksgiving 3-Day,"$21,572,343",-,"$26,137,692",-,16,A Christmas Story
1982,47,Nov 19-21,"$22,451,231","+8,915.9%","$23,801,097","+9,458%",14,Star Wars: Episode V - The Empire Strikes Back1982 Re-release
1981,47,Nov 20-22,"$249,018",+121%,"$249,018",+121%,2,Ragtime
1980,47,Nov 21-23,"$112,663",-,"$112,663",-,1,Raging Bull
1977,47,Nov 25-27Thanksgiving 3-Day,"$2,472,656",-,"$2,472,656",-,1,Star Wars: Episode IV - A New Hope
1977,47,Nov 25-27,"$2,472,656",-,"$2,472,656",-,1,Star Wars: Episode IV - A New Hope
2018,48,Nov 30-Dec 2Post-Thanksgiving,"$106,190,738",+9.8%,"$119,701,329",+13.8%,104,Ralph Breaks the Internet
2018,48,Nov 30-Dec 2,"$106,190,738",+9.8%,"$119,701,329",+13.8%,104,Ralph Breaks the Internet
2017,48,Dec 1-3,"$96,708,952",-43.3%,"$105,185,400",-43%,110,Coco
2017,48,Dec 1-3Post-Thanksgiving,"$96,708,952",-,"$105,185,400",-,110,Coco
2016,48,Nov 25-27Thanksgiving 3-Day,"$170,608,751",+1.7%,"$184,385,596",+1%,116,Moana
2016,48,Nov 24-27Thanksgiving 4-Day,"$202,563,369",+1.6%,"$217,250,328",+0.7%,55,Moana
2016,48,Nov 23-27Thanksgiving 5-Day,"$243,739,138",+2.4%,"$260,702,622",+1.5%,56,Moana
2016,48,Nov 25-27,"$170,608,751",+1.7%,"$184,385,596",+1%,116,Moana
2015,48,Nov 27-29Thanksgiving 3-Day,"$167,805,985",+10.5%,"$182,526,007",+11.4%,86,The Hunger Games: Mockingjay - Part 2
2015,48,Nov 26-29Thanksgiving 4-Day,"$199,324,369",+11.3%,"$215,717,632",+13.7%,48,The Hunger Games: Mockingjay - Part 2
2015,48,Nov 25-29Thanksgiving 5-Day,"$238,078,648",+10.8%,"$256,957,261",+13.2%,48,The Hunger Games: Mockingjay - Part 2
2015,48,Nov 27-29,"$167,805,985",+10.5%,"$182,526,007",+11.4%,86,The Hunger Games: Mockingjay - Part 2
2014,48,Nov 28-30Thanksgiving 3-Day,"$151,851,533",-19.9%,"$163,791,775",-21.3%,97,The Hunger Games: Mockingjay - Part 1
2014,48,Nov 27-30Thanksgiving 4-Day,"$179,114,437",-20.1%,"$189,771,521",-22.4%,52,The Hunger Games: Mockingjay - Part 1
2014,48,Nov 26-30Thanksgiving 5-Day,"$214,781,730",-20%,"$226,978,340",-22.3%,52,The Hunger Games: Mockingjay - Part 1
2014,48,Nov 28-30,"$151,851,533",-19.9%,"$163,791,775",-21.3%,97,The Hunger Games: Mockingjay - Part 1
2013,48,Nov 29-Dec 1Thanksgiving 3-Day,"$189,483,142",-,"$208,125,032",-,104,The Hunger Games: Catching Fire
2013,48,Nov 28-Dec 1Thanksgiving 4-Day,"$224,232,953",-,"$244,535,600",-,50,The Hunger Games: Catching Fire
2013,48,Nov 27-Dec 1Thanksgiving 5-Day,"$268,488,814",-,"$292,303,215",-,50,The Hunger Games: Catching Fire
2013,48,Nov 29-Dec 1,"$189,483,142",+88.1%,"$208,125,032",+81.8%,104,The Hunger Games: Catching Fire
2012,48,Nov 30-Dec 2Post-Thanksgiving,"$100,734,688",+42.9%,"$114,496,488",+40.5%,108,The Twilight Saga: Breaking Dawn - Part 2
2012,48,Nov 30-Dec 2,"$100,734,688",+42.9%,"$114,496,488",+40.5%,108,The Twilight Saga: Breaking Dawn - Part 2
2011,48,Dec 2-4Post-Thanksgiving,"$70,515,083",-,"$81,502,185",-,101,The Twilight Saga: Breaking Dawn - Part 1
2011,48,Dec 2-4,"$70,515,083",-58%,"$81,502,185",-55%,101,The Twilight Saga: Breaking Dawn - Part 1
2010,48,Nov 26-28,"$167,833,958",-2.6%,"$181,242,458",-2.7%,103,Harry Potter and the Deathly Hallows: Part 1
2010,48,Nov 25-28Thanksgiving 4-Day,"$201,819,715",-4.8%,"$215,713,375",-4.2%,49,Harry Potter and the Deathly Hallows: Part 1
2010,48,Nov 24-28Thanksgiving 5-Day,"$242,152,785",-3.7%,"$257,951,386",-3.3%,48,Harry Potter and the Deathly Hallows: Part 1
2010,48,Nov 26-28Thanksgiving 3-Day,"$167,833,958",-2.6%,"$181,242,458",-2.7%,103,Harry Potter and the Deathly Hallows: Part 1
2009,48,Nov 27-29,"$172,369,237",+13.2%,"$186,348,522",+14.6%,109,The Twilight Saga: New Moon
2009,48,Nov 26-29Thanksgiving 4-Day,"$212,001,958",+14.6%,"$225,057,670",+15.9%,55,The Twilight Saga: New Moon
2009,48,Nov 25-29Thanksgiving 5-Day,"$251,418,028",+15.2%,"$266,644,110",+16.6%,55,The Twilight Saga: New Moon
2009,48,Nov 27-29Thanksgiving 3-Day,"$172,369,237",+13.2%,"$186,348,522",+14.6%,109,The Twilight Saga: New Moon
2008,48,Nov 28-30Thanksgiving 3-Day,"$152,333,947",-,"$162,603,106",-,105,Four Christmases
2008,48,Nov 27-30Thanksgiving 4-Day,"$185,072,958",-,"$194,205,391",-,53,Four Christmases
2008,48,Nov 26-30Thanksgiving 5-Day,"$218,303,171",-,"$228,766,509",-,53,Four Christmases
2008,48,Nov 28-30,"$152,333,947",+122.5%,"$162,603,106",+92.5%,105,Four Christmases
2007,48,Nov 30-Dec 2Post-Thanksgiving,"$68,453,426",-11.3%,"$84,456,667",-9.6%,121,Enchanted
2007,48,Nov 30-Dec 2,"$68,453,426",-11.3%,"$84,456,667",-9.6%,121,Enchanted
2006,48,Dec 1-3Post-Thanksgiving,"$77,200,141",+4.9%,"$93,451,551",+7.5%,124,Happy Feet
2006,48,Dec 1-3,"$77,200,141",+4.9%,"$93,451,551",+7.5%,124,Happy Feet
2005,48,Dec 2-4Post-Thanksgiving,"$73,570,458",-,"$86,968,500",-,135,Harry Potter and the Goblet of Fire
2005,48,Dec 2-4,"$73,570,458",-49.8%,"$86,968,500",-46.4%,135,Harry Potter and the Goblet of Fire
2004,48,Nov 26-28Thanksgiving 3-Day,"$146,437,423",+4.1%,"$162,308,348",-,117,National Treasure
2004,48,Nov 25-28Thanksgiving 4-Day,"$178,346,730",+4.5%,"$192,774,124",+1.4%,35,National Treasure
2004,48,Nov 24-28Thanksgiving 5-Day,"$205,521,213",+5.2%,"$221,908,279",+2.1%,35,National Treasure
2004,48,Nov 26-28,"$146,437,423",+4.1%,"$162,308,348",-,117,National Treasure
2003,48,Nov 28-30Thanksgiving 3-Day,"$140,720,533",+10.8%,"$162,391,549",+7.7%,134,The Cat in the Hat
2003,48,Nov 27-30Thanksgiving 4-Day,"$170,718,573",+8.6%,"$190,100,407",+9.4%,39,The Haunted Mansion
2003,48,Nov 26-30Thanksgiving 5-Day,"$195,396,446",+6.9%,"$217,284,109",+8.2%,39,The Haunted Mansion
2003,48,Nov 28-30,"$140,720,533",+10.8%,"$162,391,549",+7.7%,134,The Cat in the Hat
2002,48,Nov 29-Dec 1Thanksgiving 3-Day,"$127,058,801",-,"$150,780,433",-,132,Harry Potter and the Chamber of Secrets
2002,48,Nov 28-Dec 1Thanksgiving 4-Day,"$157,209,548",-,"$173,741,378",-,39,Die Another Day
2002,48,Nov 27-Dec 1Thanksgiving 5-Day,"$182,703,629",-,"$200,863,359",-,39,Die Another Day
2002,48,Nov 29-Dec 1,"$127,058,801",+59.4%,"$150,780,433",+68%,132,Harry Potter and the Chamber of Secrets
2001,48,Nov 30-Dec 2Post-Thanksgiving,"$79,717,385",-0.4%,"$89,743,437",+1.3%,63,Harry Potter and the Sorcerer's Stone
