Name,STARmeter,Episodes,Known for
Paul Johnson Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Doomwatch (1970)
Tony Kemp Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,What a Girl Wants (2003)
John Knott Cyberman / Man in Bar (uncredited)  Cyberman / Man in Bar (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Jacqueline Lewis Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Carry On Teacher (1959)
Paul Linley Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Rosemary Lord Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Days of Our Lives (1965)
Dennis Marlowe Monoid (uncredited)  Monoid (uncredited)  See fewer,Members only,2,ITV Play of the Week (1955)
Sheelagh McGrath Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Mrs Thursday (1966)
Eric Mills Egyptian Warrior / Parisian Man (uncredited)  Egyptian Warrior / Parisian Man (uncredited)  See fewer,Members only,2,Adam Adamant Lives! (1966)
John Moyes Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Rare Birds (2001)
Sara Negus Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Robert Pearson Council Member / Soldier (uncredited)  Council Member / Soldier (uncredited)  See fewer,Members only,2,The Spanish Farm (1968)
Chris Reck Inferno Customer / Man in News Room / Reporter (uncredited)  Inferno Customer / Man in News Room / Reporter (uncredited)  See fewer,Members only,2,Adam Adamant Lives! (1966)
Jackie Salt Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Brian Rix Presents ... (1960)
Roy Stanton Pirate / Soldier / Villager at Inn (uncredited)  Pirate / Soldier / Villager at Inn (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Peter Stewart Parisian in Rue des Fosses St. Germain / Policeman (uncredited)  Parisian in Rue des Fosses St. Germain / Policeman (uncredited)  See fewer,Members only,2,Neighbours (1985)
Tom Sye Bondot / Parisian Man (uncredited)  Bondot / Parisian Man (uncredited)  See fewer,Members only,2,The Best of Benny Hill (1974)
Graham Tonbridge Council Member / Journalist (uncredited)  Council Member / Journalist (uncredited)  See fewer,Members only,2,The Sleeper (1964)
Jane Tucker Settler's Daughter (uncredited)  Settler's Daughter (uncredited)  See fewer,Members only,2,Rainbow (1972)
Albert Ward The Doctor's Hands (uncredited)  The Doctor's Hands (uncredited)  See fewer,Members only,2,Variety (1936)
Judith Webb Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Gloria Williams Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,Two of a Kind (1961)
Jan Williams Guardian (uncredited)  Guardian (uncredited)  See fewer,Members only,2,From Russia with Love (1963)
Joy Burnett Extra / Passenger (uncredited)  Extra / Passenger (uncredited)  See fewer,Members only,2,The Naked Cell (1988)
Avril Gaynor Band (uncredited)  Band (uncredited)  See fewer,Members only,2,The Tomcat (1968)
Richard Halifax Extra (uncredited)  Extra (uncredited)  See fewer,Members only,2,The First Night of 'Pygmalion' (1969)
Maris Hendrick Band (uncredited)  Band (uncredited)  See fewer,Members only,2,
Ann Jarvis Control Room Operator (uncredited)  Control Room Operator (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Richard Knight Guard with Bruce (uncredited)  Guard with Bruce (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Ronald Lee Cyberman (uncredited)  Cyberman (uncredited)  See fewer,Members only,2,Adam Adamant Lives! (1966)
Jill Paris Band (uncredited)  Band (uncredited)  See fewer,Members only,2,
Bernard Reid Cyberman (uncredited)  Cyberman (uncredited)  See fewer,Members only,2,Adam Adamant Lives! (1966)
Amanda Scott Band (uncredited)  Band (uncredited)  See fewer,Members only,2,
Douglas Camfield Car Driver / Mind Battle Face (uncredited)  Car Driver / Mind Battle Face (uncredited)  See fewer,Members only,2,Danger UXB (1979)
Patricia Matthews Gond / Technician (uncredited)  Gond / Technician (uncredited)  See fewer,Members only,2,Emergency-Ward 10 (1957)
Yinka Adbeyi Wheel Crewmember (uncredited)  Wheel Crewmember (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Terry Duggan I E Guard (uncredited)  I E Guard (uncredited)  See fewer,Members only,2,2001: A Space Odyssey (1968)
Chris Jeffries Dr. Who (uncredited)  Dr. Who (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Angela March Wheel Crewmember (uncredited)  Wheel Crewmember (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Tony Norman Guard (uncredited)  Guard (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Blair Stewart Guard / Test Dummy (uncredited)  Guard / Test Dummy (uncredited)  See fewer,Members only,2,Softly Softly (1966)
Dorothy Su Wheel Crewmember (uncredited)  Wheel Crewmember (uncredited)  See fewer,Members only,2,Ferry Cross the Mersey (1964)
Joe Santo Resistance Man / Tharil (uncredited)  Resistance Man / Tharil (uncredited)  See fewer,Members only,2,Terminator Woman (1993)
Bill Hughes Passser By / Prison Guard / Prisoner (uncredited)  Passser By / Prison Guard / Prisoner (uncredited)  See fewer,Members only,2,Barlow (1971)
Paul Phillips Miner / Prison Guard / Prisoner (uncredited)  Miner / Prison Guard / Prisoner (uncredited)  See fewer,Members only,2,Cheri (1973)
Douglas Roe Axon Blob / Prisoner (uncredited)  Axon Blob / Prisoner (uncredited)  See fewer,Members only,2,Little Dorrit (1987)
Edward Cogdell Pirate (uncredited)  Pirate (uncredited)  See fewer,Members only,2,Enemy at the Door (1978)
Tom Laird Dr. Who / Roman Soldier (uncredited)  Dr. Who / Roman Soldier (uncredited)  See fewer,Members only,2,The Wednesday Play (1964)
Martin Lyder Alien Guard / Foot Soldier (uncredited)  Alien Guard / Foot Soldier (uncredited)  See fewer,Members only,2,Rock You Sinners (1958)
Terry Munro Alien Guard / Resistance Man / Union Recruit (uncredited)  Alien Guard / Resistance Man / Union Recruit (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Patrick Scott Machine Gunner / Roman Soldier / Sentry (uncredited)  Machine Gunner / Roman Soldier / Sentry (uncredited)  See fewer,Members only,2,ITV Sunday Night Theatre (1969)
Allan Travell Chateau Guard / Resistance Man / Trench Solider (uncredited)  Chateau Guard / Resistance Man / Trench Solider (uncredited)  See fewer,Members only,2,Warship (1973)
Del Watson Alien Guard / Crimean Soldier (uncredited)  Alien Guard / Crimean Soldier (uncredited)  See fewer,Members only,2,Double Cross (1956)
Bob Wilyman Alien Student / British Soldier / German / Roman Soldiers (uncredited)  Alien Student / British Soldier / German / Roman Soldiers (uncredited)  See fewer,Members only,2,2001: A Space Odyssey (1968)
Bella Emberg Kitchen Maid / Nurse (uncredited)  Kitchen Maid / Nurse (uncredited)  See fewer,Members only,2,History of the World: Part I (1981)
Barry Letts Man / Police Radio (uncredited)  Man / Police Radio (uncredited)  See fewer,Members only,2,A Tale of Two Cities (1980)
Stuart Myers Draconian / Technician (uncredited)  Draconian / Technician (uncredited)  See fewer,Members only,2,Sensitive Skin (2005)
Max Diamond Prisoner / Technician (uncredited)  Prisoner / Technician (uncredited)  See fewer,Members only,2,Mental (2012)
Sally Avory Control Room Assistant (uncredited)  Control Room Assistant (uncredited)  See fewer,Members only,2,The Passenger (1971)
Joan Harsant Technician (uncredited)  Technician (uncredited)  See fewer,Members only,2,Within These Walls (1974)
Roy Street Stunt Guard / UNIT Motorcyclist (uncredited)  Stunt Guard / UNIT Motorcyclist (uncredited)  See fewer,Members only,2,Skyfall (2012)
Richard Atherton Police Inspector / Prison Officer (uncredited)  Police Inspector / Prison Officer (uncredited)  See fewer,Members only,2,The Idiot (1966)
Ernest Blyth Coven Member / Villager (uncredited)  Coven Member / Villager (uncredited)  See fewer,Members only,2,Six Days of Justice (1972)
Timothy Combe Prisoner (uncredited)  Prisoner (uncredited)  See fewer,Members only,2,Sporting Scenes (1973)
Brian Gilmar Daffodil Man / Extra (uncredited)  Daffodil Man / Extra (uncredited)  See fewer,Members only,2,Quatermass and the Pit (1958)
Bruce Humble BBC3 TV Crewmember (uncredited)  BBC3 TV Crewmember (uncredited)  See fewer,Members only,2,Doctor Who (1963)
George Mackie UNIT Soldier (uncredited)  UNIT Soldier (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Gloria Maley Nurse / Secretary (uncredited)  Nurse / Secretary (uncredited)  See fewer,Members only,2,The Professionals (1977)
Simon Malloy BBC3 TV Crewmember (uncredited)  BBC3 TV Crewmember (uncredited)  See fewer,Members only,2,Sense of Place (1978)
Lyn Matcham Villager at Maypole (uncredited)  Villager at Maypole (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Roy Oliver BBC3 TV Crewmember (uncredited)  BBC3 TV Crewmember (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Les Osman Villager at Maypole (uncredited)  Villager at Maypole (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Myrtle Osman Villager at Maypole (uncredited)  Villager at Maypole (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Charles Pickess Daffodil Man (uncredited)  Daffodil Man (uncredited)  See fewer,Members only,2,Burning an Illusion (1981)
Mo Race Villager / Woman in Cloven Hoof (uncredited)  Villager / Woman in Cloven Hoof (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Kathy Ryan Villager at Maypole (uncredited)  Villager at Maypole (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Jean Scaife Villager at Maypole (uncredited)  Villager at Maypole (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Paul Stone UNIT Soldier (uncredited)  UNIT Soldier (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Andrew Manson Alien / Swimming Teenager (uncredited)  Alien / Swimming Teenager (uncredited)  See fewer,Members only,2,Timon of Athens (1981)
Eileen Winterton Peasant / Slave (uncredited)  Peasant / Slave (uncredited)  See fewer,Members only,2,Theatre 625 (1964)
Charles Adey-Grey American Diplomat / Theatre Doorkeeper (uncredited)  American Diplomat / Theatre Doorkeeper (uncredited)  See fewer,Members only,2,The Onedin Line (1971)
Michael E. Briant Monitor Voice / Radio D.J. (uncredited)  Monitor Voice / Radio D.J. (uncredited)  See fewer,Members only,2,Tangiers (1982)
Dinny Powell Stunt Guard / Thal Guard (uncredited)  Stunt Guard / Thal Guard (uncredited)  See fewer,Members only,2,Superman II (1980)
Donald Baker Guard / Stills Cameraman (uncredited)  Guard / Stills Cameraman (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Robert Bauld Slave / Sound Man (uncredited)  Slave / Sound Man (uncredited)  See fewer,Members only,2,Waiting (2001)
Bara Chambers Operator / U.N.I.T. Girl Operator (uncredited)  Operator / U.N.I.T. Girl Operator (uncredited)  See fewer,Members only,2,Coronation Street (1960)
Scarlett O'Dare Girl Technician (uncredited)  Girl Technician (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Colin Richmond U.N.I.T. Guard / U.N.I.T. Soldier (uncredited)  U.N.I.T. Guard / U.N.I.T. Soldier (uncredited)  See fewer,Members only,2,Man of Straw (1972)
Len Saunders Slave / Stills Cameraman (uncredited)  Slave / Stills Cameraman (uncredited)  See fewer,Members only,2,Dr. Who and the Daleks (1965)
Desmond Verini Slave / Styles' Aide (uncredited)  Slave / Styles' Aide (uncredited)  See fewer,Members only,2,Enemy at the Door (1978)
Michael Mulcaster Old Duke / Prisoner (uncredited)  Old Duke / Prisoner (uncredited)  See fewer,Members only,2,The Hound of the Baskervilles (1959)
Steve Tierney Draconian Emperor Guard / Lunar Guard (uncredited)  Draconian Emperor Guard / Lunar Guard (uncredited)  See fewer,Members only,2,Trauma: Life in the E.R. (1997)
Roger Salter Audience Member / Meditator / Muto (uncredited)  Audience Member / Meditator / Muto (uncredited)  See fewer,Members only,2,Wodehouse Playhouse (1974)
Nigel Winder Exxilon (uncredited)  Exxilon (uncredited)  See fewer,Members only,2,Only Human (III) (2009)
Clive Barrie Phillips (uncredited)  Phillips (uncredited)  See fewer,Members only,2,Killers (1976)
Brian Jacobs Dune (uncredited)  Dune (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Reg Turner Extra / Thal Survivor (uncredited)  Extra / Thal Survivor (uncredited)  See fewer,Members only,2,Little Voice (1998)
Sheila Vivian Dinner Guest / Masquer (uncredited)  Dinner Guest / Masquer (uncredited)  See fewer,Members only,2,The Old Men at the Zoo (1983)
Jill Goldston Masquer / Peasant (uncredited)  Masquer / Peasant (uncredited)  See fewer,Members only,2,Confetti (2006)
Martin Grant Citizen / Masquer (uncredited)  Citizen / Masquer (uncredited)  See fewer,Members only,2,Memphis Belle (1990)
Alan Crisp Headless Body (uncredited)  Headless Body (uncredited)  See fewer,Members only,2,The Merchant of Venice (1973)
Peter Wragg Fendahleen (uncredited)  Fendahleen (uncredited)  See fewer,Members only,2,Red Dwarf (1988)
Philip Bird Swampie / Swampie Warrior (uncredited)  Swampie / Swampie Warrior (uncredited)  See fewer,Members only,2,Imagine Me & You (2005)
Vi Delmar Old Queen Xanxia (uncredited)  Old Queen Xanxia (uncredited)  See fewer,Members only,2,Special Branch (1969)
Iris Everson Customer in Art Gallery / Person in Las Cadenas Resturant (uncredited)  Customer in Art Gallery / Person in Las Cadenas Resturant (uncredited)  See fewer,Members only,2,The Scarlet Pimpernel (1982)
Susan Lyle Movellan (uncredited)  Movellan (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Ron Tarr Prisoner (uncredited)  Prisoner (uncredited)  See fewer,Members only,2,Willow (1988)
Penny Rigden Citizen / Lakertyan (uncredited)  Citizen / Lakertyan (uncredited)  See fewer,Members only,2,The Benny Hill Show (1969)
Robert Smythe Ceremony Observer / Citizen (uncredited)  Ceremony Observer / Citizen (uncredited)  See fewer,Members only,2,Get Some In! (1975)
Tom Gandl Citizen / Peasant (uncredited)  Citizen / Peasant (uncredited)  See fewer,Members only,2,Sex Lives of the Potato Men (2004)
Nick Staverson Citizen / Outler (uncredited)  Citizen / Outler (uncredited)  See fewer,Members only,2,No 73 (1982)
Terry John Wood Citizen / Outler (uncredited)  Citizen / Outler (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Steve Whyment Man in Market / Traken (uncredited)  Man in Market / Traken (uncredited)  See fewer,Members only,2,Robin Hood: Prince of Thieves (1991)
Susan Fazzaro Mayan Dancer (uncredited)  Mayan Dancer (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Beyhan Fowkes Mayan Dancer (uncredited)  Mayan Dancer (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Les Fuller Grecian Man (uncredited)  Grecian Man (uncredited)  See fewer,Members only,2,Doctor Who (1963)
Cathy Lewis Mayan Dancer (uncredited)  Mayan Dancer (uncredited)  See fewer,Members only,2,The Music Machine (1979)
Terry Paris Grecian Wrestler (uncredited)  Grecian Wrestler (uncredited)  See fewer,Members only,2,Burning an Illusion (1981)
Adisa Sanie Mayan Dancer (uncredited)  Mayan Dancer (uncredited)  See fewer,Members only,2,Doctor Who (1963)
David Summer Terileptil (uncredited)  Terileptil (uncredited)  See fewer,Members only,2,Scott and Sid (2018)
Barbie Denham Patient / Space Creature (uncredited)  Patient / Space Creature (uncredited)  See fewer,Members only,2,Russ Abbot's Saturday Madhouse (1980)
Paul Lowther King's Knight / Orderly (uncredited)  King's Knight / Orderly (uncredited)  See fewer,Members only,2,Coronation Street (1960)
Kathy Burke Lazar (uncredited)  Lazar (uncredited)  See fewer,Members only,2,Tinker Tailor Soldier Spy (2011)
Mike Braden Policeman (uncredited)  Policeman (uncredited)  See fewer,Members only,2,The Weird Ones (1962)
John Asquith The Myrka (uncredited)  The Myrka (uncredited)  See fewer,Members only,2,The Pirates of Penzance (1983)
Christopher Wenner Second Trooper (uncredited)  Second Trooper (uncredited)  See fewer,Members only,2,Blue Peter (1958)
Steven Wickham 1st Gastropod / Soldier (uncredited)  1st Gastropod / Soldier (uncredited)  See fewer,Members only,2,The Knock (1994)
Peter Moffatt Man Outside Restaurant / Tourist at Windsor Castle (uncredited)  Man Outside Restaurant / Tourist at Windsor Castle (uncredited)  See fewer,Members only,2,Menace (1970)
Alan Austen Kara Guard (uncredited)  Kara Guard (uncredited)  See fewer,Members only,2,Salient Minus Ten (2017)
Terry Pearson Miner (uncredited)  Miner (uncredited)  See fewer,Members only,2,The Sandbaggers (1978)
David Fieldsend Time Lord (uncredited)  Time Lord (uncredited)  See fewer,Members only,2,Iolanthe (2002)
Paul McGuinness Drathro (uncredited)  Drathro (uncredited)  See fewer,Members only,2,Sherlock Holmes (2009)
Tricia Clarke Extra (uncredited)  Extra (uncredited)  See fewer,Members only,2,Shoulder to Shoulder (1974)
Sean Barry-Weske Paramilitary (uncredited)  Paramilitary (uncredited)  See fewer,Members only,2,The War Illusionist (2001)
Paul Heasman Nazi (uncredited)  Nazi (uncredited)  See fewer,Members only,2,Wonder Woman (2017)
Tip Tipping RAF Man who is killed by Dalek / Soildier who guards Mike. (uncredited)  RAF Man who is killed by Dalek / Soildier who guards Mike. (uncredited)  See fewer,Members only,2,Aliens (1986)
Martin Dew Russian Commando (uncredited)  Russian Commando (uncredited)  See fewer,Members only,2,Phantom Thread (2017)
Billie Davis Member of Tribe (uncredited)  Member of Tribe (uncredited)  See fewer,Members only,1,Go Go Mania (1965)
Janet Fairhead Child (uncredited)  Child (uncredited)  See fewer,Members only,1,Out of the Unknown (1965)
Bob Haddow Tribesman (uncredited)  Tribesman (uncredited)  See fewer,Members only,1,Wandjina! (1966)
Antonia Moss Child (uncredited)  Child (uncredited)  See fewer,Members only,1,Emma (1972)
Brenda Proctor Tribeswoman (uncredited)  Tribeswoman (uncredited)  See fewer,Members only,1,Z Cars (1962)
David Rosen Child (uncredited)  Child (uncredited)  See fewer,Members only,1,Silas Marner (1964)
Trevor Thomas Child (uncredited)  Child (uncredited)  See fewer,Members only,1,Space: 1999 (1975)
Frank Wheatley Tribesman (uncredited)  Tribesman (uncredited)  See fewer,Members only,1,ITV Television Playhouse (1955)
Elizabeth White Child (uncredited)  Child (uncredited)  See fewer,Members only,1,Valley of the Kings (1964)
Robert Aldous Freedom Fighter (uncredited)  Freedom Fighter (uncredited)  See fewer,Members only,1,The First Churchills (1969)
Brian Baker Aztec Warrior (uncredited)  Aztec Warrior (uncredited)  See fewer,Members only,1,
John Beavis Aztec Warrior (uncredited)  Aztec Warrior (uncredited)  See fewer,Members only,1,The Forsyte Saga (1967)
Stanley Chen Mongol Bandit / Traveller (uncredited)  Mongol Bandit / Traveller (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Su Chin Attendant to the Empress (uncredited)  Attendant to the Empress (uncredited)  See fewer,Members only,1,The Wednesday Play (1964)
Robert Chow Nobleman / Traveller (uncredited)  Nobleman / Traveller (uncredited)  See fewer,Members only,1,Doctor Who (1963)
James Fitzgerald Aztec Warrior (uncredited)  Aztec Warrior (uncredited)  See fewer,Members only,1,Freedom to Die (1961)
Otto Friese Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Studio 4 (1962)
Lionel Gadsden Old Aztec (uncredited)  Old Aztec (uncredited)  See fewer,Members only,1,Strangler's Morgue (1946)
Alice Greenwood Old Aztec (uncredited)  Old Aztec (uncredited)  See fewer,Members only,1,BBC Sunday-Night Theatre (1950)
Irene Ho Chinese Villager (uncredited)  Chinese Villager (uncredited)  See fewer,Members only,1,Tiong Bahru (2010)
Andrew Jacks Aztec Warrior (uncredited)  Aztec Warrior (uncredited)  See fewer,Members only,1,
Lloyd Lam Nobleman / Traveller (uncredited)  Nobleman / Traveller (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Boon Wan Lee Caravan Bearer (uncredited)  Caravan Bearer (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Iris Loy Court Lady (uncredited)  Court Lady (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Carlton Ngui Palace Guard (uncredited)  Palace Guard (uncredited)  See fewer,Members only,1,Doctor Who (1963)
William Raynor Old Aztec (uncredited)  Old Aztec (uncredited)  See fewer,Members only,1,The Verdict (1964)
Robert Rowland Terrified Earthling (uncredited)  Terrified Earthling (uncredited)  See fewer,Members only,1,Casino Royale (1967)
W.A. Scully Courtier (uncredited)  Courtier (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Doreen Tang Attendant to the Empress (uncredited)  Attendant to the Empress (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Franz Van Norde Thal (uncredited)  Thal (uncredited)  See fewer,Members only,1,Paul Temple (1969)
Alan Viccars Aztec Warrior (uncredited)  Aztec Warrior (uncredited)  See fewer,Members only,1,Strangers and Brothers (1984)
Stella Wilkinson Aztec Citizen (uncredited)  Aztec Citizen (uncredited)  See fewer,Members only,1,BBC Sunday-Night Theatre (1950)
Ian Anton Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Tunelul (1966)
Victor Bailey Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Paul Barnes Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Agora (2009)
Michelle Barry Girl Servant (uncredited)  Girl Servant (uncredited)  See fewer,Members only,1,Moon Zero Two (1969)
Margaret Bass Trojan Woman (uncredited)  Trojan Woman (uncredited)  See fewer,Members only,1,Two of a Kind (1961)
The Beatles Themselves (uncredited)  Themselves (uncredited)  See fewer,Members only,1,The Beatles Anthology (1995)
Peter Blair-Stewart Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Mind Your Language (1977)
Ashley Bowring Technix (uncredited)  Technix (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Andy Brewer Richard's Squire (uncredited)  Richard's Squire (uncredited)  See fewer,Members only,1,Public Eye (1965)
Peter Brooks Saxon (uncredited)  Saxon (uncredited)  See fewer,Members only,1,EastEnders (1985)
John Cam Technix (uncredited)  Technix (uncredited)  See fewer,Members only,1,The Elusive Pimpernel (1969)
Johnnie Clayton Alien Delegate (uncredited)  Alien Delegate (uncredited)  See fewer,Members only,1,Rentaghost (1976)
Harry Davis Makeup Man (uncredited)  Makeup Man (uncredited)  See fewer,Members only,1,Six More Faces of Jim (1962)
Ian East Celation (uncredited)  Celation (uncredited)  See fewer,Members only,1,The Oxford Murders (2008)
John Evans Saxon (uncredited)  Saxon (uncredited)  See fewer,Members only,1,101 Dalmatians (1996)
David Freed Technix (uncredited)  Technix (uncredited)  See fewer,Members only,1,ITV Play of the Week (1955)
Beatrice Geetz Woman Criminal #1 (uncredited)  Woman Criminal #1 (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Marilyn Gothard Mrs. Briggs (uncredited)  Mrs. Briggs (uncredited)  See fewer,Members only,1,Fox (1980)
Daphne Green Trojan Woman (uncredited)  Trojan Woman (uncredited)  See fewer,Members only,1,Emmerdale (1972)
William Hall Cowboy (uncredited)  Cowboy (uncredited)  See fewer,Members only,1,The Wednesday Thriller (1965)
James Hamilton Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,R3 (1964)
Kathleen Heath Woman Tourist (uncredited)  Woman Tourist (uncredited)  See fewer,Members only,1,My Brother Jonathan (1948)
Rene Heath Woman Criminal #2 (uncredited)  Woman Criminal #2 (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Colin Hughes Dido Native (uncredited)  Dido Native (uncredited)  See fewer,Members only,1,Wake in Fright (1971)
Malcolm Leopold Keystone Cop (uncredited)  Keystone Cop (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Monique Lewis Beautiful Woman (uncredited)  Beautiful Woman (uncredited)  See fewer,Members only,1,CollegeHumor Originals (2006)
Rilla Madden Person in Market (uncredited)  Person in Market (uncredited)  See fewer,Members only,1,Accidental Death (1963)
Mary McMillan Trojan Woman (uncredited)  Trojan Woman (uncredited)  See fewer,Members only,1,Emma (1972)
Jean Pastell Saloon Girl (uncredited)  Saloon Girl (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Gary Peller Technix (uncredited)  Technix (uncredited)  See fewer,Members only,1,Doctor Who (1963)
David Pelton Sailor (uncredited)  Sailor (uncredited)  See fewer,Members only,1,Mandog (1972)
Roy Reeves Varga Plant (uncredited)  Varga Plant (uncredited)  See fewer,Members only,1,Coppers End (1971)
Paul Sarony Keystone Cop (uncredited)  Keystone Cop (uncredited)  See fewer,Members only,1,Vampire Academy (2014)
Russell Scott Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Joanna Smithers Trojan Woman (uncredited)  Trojan Woman (uncredited)  See fewer,Members only,1,The Idiot (1966)
Tony Starn Varga Plant (uncredited)  Varga Plant (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Christopher Stephens Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,King of the River (1966)
Beverley Stevens Trojan Woman (uncredited)  Trojan Woman (uncredited)  See fewer,Members only,1,South Riding (1974)
Cleo Sylvestre Concubine (uncredited)  Concubine (uncredited)  See fewer,Members only,1,Paddington (2014)
Dennis Tate Technix (uncredited)  Technix (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Jim Tyson Bald Fat Man (uncredited)  Bald Fat Man (uncredited)  See fewer,Members only,1,The Best of Benny Hill (1974)
Steve Ubels Boy Servant (uncredited)  Boy Servant (uncredited)  See fewer,Members only,1,Top Secret! (1984)
Gary Wyler Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Dr. Who and the Daleks (1965)
Margo Abbot Parisian in Rue des Fosses St. Germain (uncredited)  Parisian in Rue des Fosses St. Germain (uncredited)  See fewer,Members only,1,Mind Your Language (1977)
Lewis Alexander Senior Army Officer (uncredited)  Senior Army Officer (uncredited)  See fewer,Members only,1,Premiere (1977)
Paul Andrews Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Paul Bahadur Egyptian Slave (uncredited)  Egyptian Slave (uncredited)  See fewer,Members only,1,BBC Sunday-Night Theatre (1950)
Peter Baldwin Child (uncredited)  Child (uncredited)  See fewer,Members only,1,Adam Adamant Lives! (1966)
Raymond Bales Birch (uncredited)  Birch (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Michael Barry Extra (uncredited)  Extra (uncredited)  See fewer,Members only,1,Z Cars (1962)
Robert Bartlett Young Boy (uncredited)  Young Boy (uncredited)  See fewer,Members only,1,Oliver! (1968)
John Beerbohm Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Nigel Bernard Council Member (uncredited)  Council Member (uncredited)  See fewer,Members only,1,Softly Softly (1966)
John Bohea Cricketer / Reveller (uncredited)  Cricketer / Reveller (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Roger Bowdler Man in Market (uncredited)  Man in Market (uncredited)  See fewer,Members only,1,Love Is the Devil: Study for a Portrait of Francis Bacon (1998)
Dolly Brennan Woman in Bar (uncredited)  Woman in Bar (uncredited)  See fewer,Members only,1,Boy Meets Girl (1967)
Denise Brown Child (uncredited)  Child (uncredited)  See fewer,Members only,1,Theatre 625 (1964)
Michael Buck Worker (uncredited)  Worker (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Biff Byfield Senior Army Officer (uncredited)  Senior Army Officer (uncredited)  See fewer,Members only,1,Softly Softly (1966)
Ruth Calvert Inferno Customer (uncredited)  Inferno Customer (uncredited)  See fewer,Members only,1,The Terror of the Tongs (1961)
Andre Cameron Parisian in Rue des Fosses St. Germain (uncredited)  Parisian in Rue des Fosses St. Germain (uncredited)  See fewer,Members only,1,Side by Side (1975)
Andrea Cameron Reveller (uncredited)  Reveller (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Ronald Campbell Parisian Man (uncredited)  Parisian Man (uncredited)  See fewer,Members only,1,Doctor Who (1963)
Steven Campbell Egyptian Warrior (uncredited)  Egyptian Warrior (uncredited)  See fewer,Members only,1,The Intrepid Mr. Twigg (1968)
